CHROM	POS	WEIR_AND_COCKERHAM_FST	locus.length	pop0.samples	pop1.samples
dDocent_Contig_20456	26	0.00574181	190	15	8
dDocent_Contig_20459	18	0.0345918	190	9	16
dDocent_Contig_2046	163	0.216539	190	19	25
dDocent_Contig_20468	10	0	190	13	23
dDocent_Contig_20469	172	0.0180744	190	15	25
dDocent_Contig_20473	36	0.0273243	190	13	25
dDocent_Contig_20497	139	0.0249755	190	21	29
dDocent_Contig_2050	26	0.00607639	190	10	18
dDocent_Contig_20505	138	-0.0856031	190	9	3
dDocent_Contig_2051	32	-0.00438848	190	7	16
dDocent_Contig_20512	28	-0.0224833	190	12	25
dDocent_Contig_20519	81	0.0333333	190	16	16
dDocent_Contig_20521	112	0.211435	190	7	10
dDocent_Contig_20528	52	0.0415172	190	11	17
dDocent_Contig_2053	69	0.410757	190	21	29
dDocent_Contig_20532	25	-0.00888719	190	7	19
dDocent_Contig_2054	9	0.26763	190	21	29
dDocent_Contig_20540	134	0.116889	190	18	27
dDocent_Contig_20542	34	0	190	18	26
dDocent_Contig_20543	17	0.000319234	190	21	29
dDocent_Contig_20545	126	0.275513	190	10	17
dDocent_Contig_20550	33	-0.00913002	190	17	27
dDocent_Contig_20553	38	-0.00841069	190	21	29
dDocent_Contig_2057	30	0	190	15	15
dDocent_Contig_20576	20	0.0680522	190	7	6
dDocent_Contig_20579	36	-0.00687567	190	18	25
dDocent_Contig_2058	69	0.0523598	190	21	29
dDocent_Contig_20582	107	0.0569117	190	8	18
dDocent_Contig_20584	39	0.0337362	190	17	18
dDocent_Contig_20597	16	-0.0239945	190	10	24
dDocent_Contig_20602	43	0	190	7	3
dDocent_Contig_20605	75	0.0488851	190	14	17
dDocent_Contig_20609	165	-0.0762501	190	9	8
dDocent_Contig_2061	184	0	190	16	25
dDocent_Contig_20611	42	0	190	12	9
dDocent_Contig_20631	81	-0.0120217	190	8	10
dDocent_Contig_2064	11	0.187734	190	7	17
dDocent_Contig_20641	140	0.0181672	190	21	29
dDocent_Contig_20650	74	0	190	8	6
dDocent_Contig_20651	21	-0.0244351	190	14	27
dDocent_Contig_20653	80	0.199267	190	7	5
dDocent_Contig_20668	122	-0.0199343	190	6	8
dDocent_Contig_20676	53	0.00573946	190	20	25
dDocent_Contig_2070	39	-0.0196135	190	10	7
dDocent_Contig_20701	26	0.181328	190	6	8
dDocent_Contig_20713	167	0.15035	190	10	15
dDocent_Contig_20719	51	0.0583181	190	7	5
dDocent_Contig_2072	11	-0.0194166	190	20	27
dDocent_Contig_20722	81	0	190	6	4
dDocent_Contig_20724	139	0.0160356	190	16	26
dDocent_Contig_20743	29	-0.0252343	190	9	6
dDocent_Contig_20762	11	0	190	4	15
dDocent_Contig_20766	23	0.582724	190	8	17
dDocent_Contig_20769	9	-0.040013	190	3	10
dDocent_Contig_20774	149	0.627907	190	8	2
dDocent_Contig_2078	84	0.00726968	190	21	29
dDocent_Contig_20780	87	0.111535	190	8	9
dDocent_Contig_20787	22	-0.0740741	190	6	3
dDocent_Contig_20794	81	0.0511418	190	17	26
dDocent_Contig_20798	83	0.108436	190	9	11
dDocent_Contig_208	8	-0.108696	190	6	2
dDocent_Contig_2080	25	-0.00730935	190	21	29
dDocent_Contig_20805	33	0.0148356	190	8	10
dDocent_Contig_20816	22	0.0597196	190	8	7
dDocent_Contig_20818	33	-0.0199343	190	8	6
dDocent_Contig_2082	8	0	190	12	10
dDocent_Contig_20824	59	0.262544	190	6	12
dDocent_Contig_20828	61	0.110231	190	5	13
dDocent_Contig_20830	53	0	190	12	10
dDocent_Contig_20832	152	0.270718	190	4	11
dDocent_Contig_2084	8	1	190	19	2
dDocent_Contig_20842	150	0.19071	190	21	29
dDocent_Contig_20852	47	0	190	6	1
dDocent_Contig_20853	87	0.00537659	190	16	27
dDocent_Contig_20859	14	0.282609	190	6	2
dDocent_Contig_2086	14	0.0192392	190	10	21
dDocent_Contig_20861	162	-0.00313169	190	21	29
dDocent_Contig_2087	60	0	190	6	3
dDocent_Contig_20878	182	0	190	11	14
dDocent_Contig_20886	77	0.149024	190	6	9
dDocent_Contig_20899	35	-0.226006	190	11	2
dDocent_Contig_209	15	-0.0444403	190	8	9
dDocent_Contig_20904	29	0	190	6	1
dDocent_Contig_2091	21	0.160891	190	7	6
dDocent_Contig_20920	110	0.29632	190	10	13
dDocent_Contig_20921	25	-0.035388	190	6	13
dDocent_Contig_20922	106	-0.0736842	190	6	1
dDocent_Contig_20924	126	0.0189646	190	14	19
dDocent_Contig_20927	55	0	190	15	18
dDocent_Contig_20939	102	-0.0479452	190	15	10
dDocent_Contig_2096	38	0.135617	190	10	13
dDocent_Contig_20961	35	0.0808376	190	17	11
dDocent_Contig_20965	104	0.14506	190	5	10
dDocent_Contig_20972	39	0.113682	190	8	6
dDocent_Contig_20973	58	-0.0120217	190	8	10
dDocent_Contig_20983	30	0.0116959	190	15	21
dDocent_Contig_20999	50	0	190	5	5
dDocent_Contig_2100	9	-0.00281265	190	21	29
dDocent_Contig_21002	24	-0.0397878	190	6	4
dDocent_Contig_2101	20	0.254952	190	8	11
dDocent_Contig_21016	55	-0.0408163	190	6	2
dDocent_Contig_21030	10	0.0762125	190	8	14
dDocent_Contig_21049	22	-0.0797872	190	7	3
dDocent_Contig_21053	146	-0.0245913	190	18	23
dDocent_Contig_21055	39	-0.039604	190	10	7
dDocent_Contig_21059	13	0.141037	190	8	9
dDocent_Contig_21069	19	0.273548	190	14	20
dDocent_Contig_2107	67	-0.00681643	190	19	27
dDocent_Contig_21089	105	0.15162	190	13	11
dDocent_Contig_21098	48	0.127972	190	21	29
dDocent_Contig_211	32	0.0160183	190	15	20
dDocent_Contig_21113	15	-0.368421	190	6	1
dDocent_Contig_21120	143	0.0345918	190	9	16
dDocent_Contig_21129	14	0	190	6	10
dDocent_Contig_21132	24	0.153846	190	14	14
dDocent_Contig_21135	12	-0.0771739	190	8	5
dDocent_Contig_2115	17	-0.0196944	190	20	28
dDocent_Contig_21156	10	0.140269	190	9	14
dDocent_Contig_21175	177	0.294118	190	4	12
dDocent_Contig_2118	16	-0.0273596	190	14	28
dDocent_Contig_21187	180	0	190	14	18
dDocent_Contig_21201	21	-0.352941	190	11	1
dDocent_Contig_2121	37	-0.0121269	190	7	6
dDocent_Contig_21215	28	0.00784133	190	9	8
dDocent_Contig_2123	14	0.00795021	190	21	29
dDocent_Contig_21236	16	0	190	6	7
dDocent_Contig_2124	10	0.203184	190	11	18
dDocent_Contig_2125	35	0.126751	190	21	29
dDocent_Contig_21253	128	0	190	8	15
dDocent_Contig_2126	63	0.485517	190	7	8
dDocent_Contig_21260	32	0.0188679	190	6	3
dDocent_Contig_21267	8	-0.027284	190	7	5
dDocent_Contig_2127	61	0.00977199	190	8	4
dDocent_Contig_21270	37	0.0918958	190	20	29
dDocent_Contig_21273	17	0.0578158	190	11	20
dDocent_Contig_21280	63	0.659229	190	6	4
dDocent_Contig_21288	156	-0.313433	190	2	4
dDocent_Contig_2129	16	0.239114	190	9	16
dDocent_Contig_21296	81	0	190	21	29
dDocent_Contig_213	70	-0.0297482	190	14	11
dDocent_Contig_2130	9	0.0864438	190	19	20
dDocent_Contig_2132	40	0.0271617	190	21	29
dDocent_Contig_2133	15	-0.0759219	190	8	2
dDocent_Contig_21332	23	0.0343689	190	21	29
dDocent_Contig_2134	41	-0.0100938	190	20	25
dDocent_Contig_21349	80	-0.14	190	6	2
dDocent_Contig_2135	14	0.0996355	190	15	24
dDocent_Contig_21361	150	-0.0537303	190	7	12
dDocent_Contig_21364	12	0	190	11	20
dDocent_Contig_2137	49	0.0276675	190	21	29
dDocent_Contig_21378	45	0.0856408	190	18	25
dDocent_Contig_21384	10	-0.00372286	190	14	11
dDocent_Contig_2139	25	0.301133	190	5	7
dDocent_Contig_21392	37	0.0609054	190	13	18
dDocent_Contig_21393	16	0.184758	190	19	9
dDocent_Contig_21404	82	0	190	11	18
dDocent_Contig_21408	60	0.093402	190	9	13
dDocent_Contig_2142	30	-0.0499562	190	8	13
dDocent_Contig_21420	23	0.119828	190	18	28
dDocent_Contig_2143	44	0.0387585	190	18	28
dDocent_Contig_21430	69	0.0553977	190	7	6
dDocent_Contig_21439	8	0.10802	190	18	13
dDocent_Contig_21449	16	-0.0545314	190	6	11
dDocent_Contig_21461	121	0.240772	190	21	29
dDocent_Contig_21468	84	0	190	7	11
dDocent_Contig_21469	60	0.164193	190	10	17
dDocent_Contig_21475	30	0	190	6	1
dDocent_Contig_21479	106	0.133844	190	13	24
dDocent_Contig_21482	64	-0.015145	190	17	24
dDocent_Contig_21496	13	-0.0128827	190	14	10
dDocent_Contig_215	42	0.0335858	190	19	22
dDocent_Contig_2150	80	0.21342	190	15	21
dDocent_Contig_21502	40	0.271217	190	21	29
dDocent_Contig_21504	27	0.0326635	190	8	13
dDocent_Contig_21520	108	0	190	7	7
dDocent_Contig_21522	23	0.0584046	190	12	19
dDocent_Contig_21542	8	0.301685	190	8	19
dDocent_Contig_21546	8	0.0444444	190	16	16
dDocent_Contig_2155	34	0.00990541	190	20	28
dDocent_Contig_21559	123	0.611138	190	8	6
dDocent_Contig_2156	66	0.00270402	190	19	21
dDocent_Contig_2157	18	0	190	21	28
dDocent_Contig_21576	11	0.0714286	190	8	8
dDocent_Contig_2161	36	0.252067	190	21	29
dDocent_Contig_21614	23	0	190	7	5
dDocent_Contig_2162	16	0.0183184	190	20	23
dDocent_Contig_21621	55	0	190	7	12
dDocent_Contig_2164	23	0.10267	190	10	18
dDocent_Contig_21646	9	-0.087108	190	6	4
dDocent_Contig_21647	12	0	190	19	11
dDocent_Contig_21648	84	0.0224458	190	7	16
dDocent_Contig_21651	23	0.0187266	190	3	12
dDocent_Contig_21658	26	0.0101208	190	13	17
dDocent_Contig_2166	42	-0.0147066	190	21	29
dDocent_Contig_21666	157	1.20E-16	190	6	6
dDocent_Contig_21668	177	0.173775	190	13	14
dDocent_Contig_2167	41	0.059501	190	21	29
dDocent_Contig_21670	50	-0.506383	190	6	1
dDocent_Contig_21673	104	0.0565236	190	9	17
dDocent_Contig_21674	41	-0.0749757	190	6	8
dDocent_Contig_21679	30	0.00784133	190	9	8
dDocent_Contig_21688	16	0.0304615	190	10	7
dDocent_Contig_217	25	-0.0159791	190	16	23
dDocent_Contig_21701	46	-1.15E-16	190	14	14
dDocent_Contig_2172	26	0.0560265	190	21	29
dDocent_Contig_21724	20	0	190	4	11
dDocent_Contig_21735	126	-0.00759258	190	10	21
dDocent_Contig_21744	82	0.0974369	190	15	22
dDocent_Contig_21748	57	1.82E-17	190	7	7
dDocent_Contig_21751	31	-0.0397878	190	6	4
dDocent_Contig_21778	68	0.0917837	190	8	10
dDocent_Contig_2178	12	0.158248	190	21	29
dDocent_Contig_21783	77	-0.0116724	190	19	7
dDocent_Contig_2179	29	0.00922157	190	17	23
dDocent_Contig_21828	158	0.0624926	190	10	11
dDocent_Contig_2184	75	-0.242667	190	6	1
dDocent_Contig_21841	177	0.0831234	190	12	21
dDocent_Contig_2185	56	0	190	6	6
dDocent_Contig_2186	49	0	190	3	9
dDocent_Contig_21868	13	0	190	10	14
dDocent_Contig_2187	85	0.105137	190	7	4
dDocent_Contig_2188	62	0.08426	190	13	20
dDocent_Contig_21883	16	0.0833333	190	7	7
dDocent_Contig_2189	173	0.045485	190	18	26
dDocent_Contig_21898	112	0.472275	190	4	23
dDocent_Contig_21899	41	-0.000675684	190	9	19
dDocent_Contig_219	10	0.0974369	190	15	22
dDocent_Contig_2190	40	0.141273	190	21	29
dDocent_Contig_21904	11	-0.0152265	190	9	7
dDocent_Contig_21914	144	0.0262106	190	9	14
dDocent_Contig_21924	44	0	190	8	5
dDocent_Contig_21929	32	-0.0740741	190	6	3
dDocent_Contig_21939	15	0.357957	190	21	29
dDocent_Contig_2194	10	0.0297644	190	20	3
dDocent_Contig_21941	26	-0.0116315	190	14	23
dDocent_Contig_21942	48	0.00745933	190	19	25
dDocent_Contig_21947	163	0.163379	190	17	16
dDocent_Contig_21948	69	-0.015998	190	16	10
dDocent_Contig_21951	79	0.267176	190	8	12
dDocent_Contig_21954	56	-0.00560307	190	9	10
dDocent_Contig_21959	51	0	190	8	4
dDocent_Contig_21963	27	-0.00208304	190	21	29
dDocent_Contig_21965	26	0.0945946	190	21	28
dDocent_Contig_21967	59	0.00517167	190	19	23
dDocent_Contig_21972	21	0.543779	190	8	18
dDocent_Contig_21976	110	-0.143271	190	5	10
dDocent_Contig_21989	63	0.0271196	190	8	12
dDocent_Contig_21990	12	0.0884096	190	21	29
dDocent_Contig_21991	138	0.0810811	190	8	4
dDocent_Contig_21993	9	0	190	10	6
dDocent_Contig_220	45	-0.00890258	190	21	29
dDocent_Contig_2200	18	0.0199246	190	20	28
dDocent_Contig_22006	28	0.189593	190	8	12
dDocent_Contig_22007	124	0	190	8	2
dDocent_Contig_22014	71	0	190	3	4
dDocent_Contig_22023	10	0.44871	190	13	21
dDocent_Contig_22046	156	-0.00146523	190	19	18
dDocent_Contig_22056	11	-0.0257611	190	5	6
dDocent_Contig_2206	12	0.0455579	190	19	29
dDocent_Contig_22079	118	0.16318	190	8	5
dDocent_Contig_221	61	0.230879	190	7	6
dDocent_Contig_22105	12	0.245203	190	11	18
dDocent_Contig_2211	107	-0.0125262	190	14	5
dDocent_Contig_22119	173	0.162012	190	8	19
dDocent_Contig_22123	73	0.0199697	190	13	17
dDocent_Contig_22147	12	-0.053907	190	7	8
dDocent_Contig_2215	23	-0.0112416	190	21	21
dDocent_Contig_22153	41	0.0569117	190	8	18
dDocent_Contig_2216	62	0.0240319	190	13	16
dDocent_Contig_22167	16	0	190	8	9
dDocent_Contig_2217	21	0.263895	190	11	24
dDocent_Contig_22177	23	0	190	12	21
dDocent_Contig_2218	31	0.0606192	190	21	29
dDocent_Contig_22186	12	0.149802	190	15	28
dDocent_Contig_2219	11	0.0215079	190	21	29
dDocent_Contig_22194	75	0.10094	190	8	11
dDocent_Contig_222	11	-0.000231233	190	21	29
dDocent_Contig_2221	16	0.299394	190	7	10
dDocent_Contig_22212	11	-0.121495	190	4	10
dDocent_Contig_2222	14	0.266002	190	10	16
dDocent_Contig_22221	26	0.00348498	190	18	23
dDocent_Contig_22222	145	0.00721547	190	21	29
dDocent_Contig_22234	27	0.342495	190	21	29
dDocent_Contig_22238	15	0	190	17	28
dDocent_Contig_2224	82	0	190	21	29
dDocent_Contig_2225	132	0.00355278	190	10	19
dDocent_Contig_22251	31	0.102357	190	11	22
dDocent_Contig_22271	13	0	190	17	28
dDocent_Contig_22276	33	0	190	7	12
dDocent_Contig_22284	162	0.0207673	190	12	23
dDocent_Contig_22291	61	0.0908793	190	8	11
dDocent_Contig_223	10	-0.00414191	190	19	29
dDocent_Contig_2230	100	0.262521	190	17	25
dDocent_Contig_22317	120	0.21305	190	12	18
dDocent_Contig_22318	27	0	190	9	10
dDocent_Contig_2232	103	0.0273862	190	7	10
dDocent_Contig_22324	21	0.198456	190	7	12
dDocent_Contig_22328	27	0.419355	190	4	9
dDocent_Contig_22330	36	0.142857	190	8	8
dDocent_Contig_22336	9	-0.0478677	190	7	4
dDocent_Contig_2234	21	0.0831459	190	21	29
dDocent_Contig_22346	112	-0.0622523	190	9	8
dDocent_Contig_22350	165	0.169643	190	17	17
dDocent_Contig_22352	27	0	190	9	18
dDocent_Contig_2238	30	-0.0529695	190	8	4
dDocent_Contig_22385	101	1.20E-16	190	6	6
dDocent_Contig_2239	8	0	190	12	19
dDocent_Contig_22390	150	-0.00169552	190	11	14
dDocent_Contig_22394	49	-0.375	190	5	1
dDocent_Contig_22396	16	0.142378	190	21	29
dDocent_Contig_2240	26	-0.00560307	190	9	10
dDocent_Contig_22404	143	0.0859161	190	17	25
dDocent_Contig_22405	37	0.189524	190	3	8
dDocent_Contig_22421	65	0.178556	190	21	29
dDocent_Contig_22423	51	0.223034	190	11	21
dDocent_Contig_22429	103	0	190	16	24
dDocent_Contig_22436	117	0.166667	190	7	7
dDocent_Contig_22441	71	0	190	3	25
dDocent_Contig_2245	23	0.0955779	190	17	11
dDocent_Contig_22454	38	-0.0857839	190	7	8
dDocent_Contig_2246	18	0.0686275	190	10	19
dDocent_Contig_22463	115	0.10267	190	10	18
dDocent_Contig_22466	127	0.398615	190	10	25
dDocent_Contig_22474	117	0.194304	190	6	16
dDocent_Contig_2248	11	0.0118455	190	17	25
dDocent_Contig_2249	43	0.116735	190	21	29
dDocent_Contig_2250	18	-0.0153021	190	9	13
dDocent_Contig_2251	36	0.00775477	190	20	27
dDocent_Contig_22512	62	0.0735294	190	7	3
dDocent_Contig_2252	85	0.251796	190	13	26
dDocent_Contig_22534	9	-0.0597479	190	8	22
dDocent_Contig_22538	128	0.55036	190	5	25
dDocent_Contig_2254	39	0.206114	190	21	29
dDocent_Contig_22542	143	0	190	5	1
dDocent_Contig_2255	124	0.452761	190	16	18
dDocent_Contig_2257	106	0.0298334	190	21	29
dDocent_Contig_22570	20	0.180935	190	16	13
dDocent_Contig_22575	78	-0.209749	190	3	9
dDocent_Contig_22587	15	-0.142631	190	7	2
dDocent_Contig_2259	27	-0.0449236	190	11	22
dDocent_Contig_22590	42	0	190	9	15
dDocent_Contig_226	20	0	190	8	9
dDocent_Contig_2260	47	-0.010229	190	21	29
dDocent_Contig_22614	15	1.12E-16	190	17	17
dDocent_Contig_22618	170	0	190	6	5
dDocent_Contig_22621	31	0.0303738	190	8	5
dDocent_Contig_22623	16	0	190	21	27
dDocent_Contig_22624	28	0.0574374	190	8	16
dDocent_Contig_22628	83	0.0917837	190	8	10
dDocent_Contig_22639	145	0	190	6	5
dDocent_Contig_22647	34	0.0397979	190	8	10
dDocent_Contig_2265	23	0.276792	190	16	23
dDocent_Contig_22658	54	0.0612028	190	14	21
dDocent_Contig_2266	13	0.00795021	190	21	29
dDocent_Contig_22665	142	0.111983	190	12	20
dDocent_Contig_2267	35	0.0694568	190	7	10
dDocent_Contig_22672	64	0.162896	190	6	10
dDocent_Contig_22674	98	0.149183	190	16	13
dDocent_Contig_22677	33	0	190	1	9
dDocent_Contig_2268	66	0.0808376	190	11	17
dDocent_Contig_22681	65	0.188406	190	12	6
dDocent_Contig_2269	68	1.82E-17	190	7	7
dDocent_Contig_22695	182	-0.0397878	190	6	4
dDocent_Contig_22698	40	0.0316901	190	4	5
dDocent_Contig_227	8	-0.00579701	190	21	29
dDocent_Contig_22700	51	0.0388875	190	15	16
dDocent_Contig_22710	171	0	190	8	11
dDocent_Contig_2272	23	0.00900743	190	10	17
dDocent_Contig_2273	15	0.0418564	190	7	12
dDocent_Contig_22739	142	0.0908793	190	11	8
dDocent_Contig_22745	41	0.0384438	190	17	20
dDocent_Contig_2276	39	0	190	8	8
dDocent_Contig_22762	49	0.127828	190	10	12
dDocent_Contig_22767	147	0.387879	190	6	3
dDocent_Contig_22770	50	0.310667	190	10	21
dDocent_Contig_22779	28	0.13416	190	8	6
dDocent_Contig_2278	15	0	190	15	25
dDocent_Contig_22786	20	0.0250675	190	10	16
dDocent_Contig_22806	161	0.245283	190	4	10
dDocent_Contig_2281	78	0.0539457	190	21	29
dDocent_Contig_22822	32	0.0275202	190	7	4
dDocent_Contig_2283	8	0.0315343	190	18	24
dDocent_Contig_2284	15	0.0597196	190	8	7
dDocent_Contig_22861	39	0.0677721	190	12	17
dDocent_Contig_22872	41	0.0192585	190	7	9
dDocent_Contig_2288	121	0.0954206	190	10	16
dDocent_Contig_22884	138	0.206862	190	6	9
dDocent_Contig_22886	23	0.15035	190	10	15
dDocent_Contig_22894	20	-0.00504372	190	19	24
dDocent_Contig_22902	27	0.083918	190	21	29
dDocent_Contig_2291	49	0.367065	190	7	17
dDocent_Contig_22919	44	0.0810604	190	10	14
dDocent_Contig_22928	10	-0.067759	190	4	14
dDocent_Contig_22957	17	0.0536627	190	13	16
dDocent_Contig_2297	36	0.0833333	190	7	7
dDocent_Contig_22999	117	0.0888889	190	7	1
dDocent_Contig_23000	178	0	190	8	12
dDocent_Contig_2301	29	-0.0158912	190	13	29
dDocent_Contig_2302	114	0.00988086	190	18	26
dDocent_Contig_23026	8	0	190	8	13
dDocent_Contig_23031	18	0.111111	190	10	10
dDocent_Contig_23047	146	-0.0107179	190	21	29
dDocent_Contig_23055	107	-0.0359614	190	14	9
dDocent_Contig_2306	9	0	190	21	28
dDocent_Contig_23065	22	0.099996	190	13	15
dDocent_Contig_23082	12	0.8	190	7	1
dDocent_Contig_23083	26	0.03177	190	10	18
dDocent_Contig_2309	12	0.212435	190	10	15
dDocent_Contig_2310	152	-0.1875	190	5	1
dDocent_Contig_23107	121	0.360804	190	21	29
dDocent_Contig_2311	29	0.297575	190	11	25
dDocent_Contig_23115	122	-0.14	190	6	2
dDocent_Contig_2312	172	0.0959174	190	10	19
dDocent_Contig_23126	84	0.22585	190	5	9
dDocent_Contig_23146	12	0.592005	190	21	25
dDocent_Contig_23149	82	0.0680522	190	7	6
dDocent_Contig_2315	16	0.233257	190	19	25
dDocent_Contig_23168	131	0.151515	190	7	4
dDocent_Contig_2318	9	0.22435	190	21	29
dDocent_Contig_23191	62	0.0336112	190	21	29
dDocent_Contig_2320	11	0	190	11	12
dDocent_Contig_2321	25	0.0968722	190	8	15
dDocent_Contig_23232	35	0.407504	190	7	13
dDocent_Contig_23235	50	-0.0252343	190	6	9
dDocent_Contig_2324	46	0.0444618	190	21	29
dDocent_Contig_23249	184	0	190	6	3
dDocent_Contig_23258	72	1.20E-16	190	6	6
dDocent_Contig_2326	23	0	190	8	11
dDocent_Contig_23272	74	0.255194	190	11	13
dDocent_Contig_23282	166	0.125842	190	8	14
dDocent_Contig_23288	22	0.384615	190	4	2
dDocent_Contig_2329	15	0	190	17	22
dDocent_Contig_23294	135	0.0917837	190	8	10
dDocent_Contig_23318	121	0	190	7	10
dDocent_Contig_2332	58	-0.0116279	190	21	29
dDocent_Contig_23323	142	0.24831	190	21	29
dDocent_Contig_23359	165	0	190	6	1
dDocent_Contig_2337	9	0.311906	190	19	26
dDocent_Contig_23370	21	0.2	190	6	1
dDocent_Contig_23385	31	0.0612964	190	8	19
dDocent_Contig_23389	138	0.0477509	190	8	16
dDocent_Contig_2339	9	0.00795021	190	21	29
dDocent_Contig_23391	57	0.069981	190	20	28
dDocent_Contig_23413	15	0.00987235	190	21	29
dDocent_Contig_23422	19	-0.108696	190	6	2
dDocent_Contig_2343	21	-0.0191395	190	12	13
dDocent_Contig_23434	163	0.121468	190	7	4
dDocent_Contig_2344	75	0.221347	190	9	12
dDocent_Contig_23442	9	0.35511	190	21	29
dDocent_Contig_23448	73	0.0370578	190	7	5
dDocent_Contig_2346	35	0.205092	190	21	29
dDocent_Contig_23465	51	-0.00754378	190	17	24
dDocent_Contig_2348	12	0.107143	190	21	29
dDocent_Contig_23482	23	0.200668	190	8	14
dDocent_Contig_2352	68	0.00799233	190	21	29
dDocent_Contig_23539	12	-0.0152265	190	9	7
dDocent_Contig_2354	19	0.0409987	190	20	29
dDocent_Contig_2355	30	-0.0397878	190	6	4
dDocent_Contig_23550	36	-0.14	190	6	2
dDocent_Contig_2356	123	-0.0667447	190	7	24
dDocent_Contig_2357	45	0.011257	190	21	29
dDocent_Contig_23571	130	0.174893	190	9	8
dDocent_Contig_23574	31	0.238448	190	7	15
dDocent_Contig_23580	76	-0.0317312	190	6	11
dDocent_Contig_23587	16	0.102805	190	8	13
dDocent_Contig_2359	9	0.209665	190	19	26
dDocent_Contig_23630	183	-0.0252343	190	9	6
dDocent_Contig_23633	41	0.125842	190	8	14
dDocent_Contig_2364	137	0.67634	190	21	29
dDocent_Contig_2365	20	0.0460425	190	9	19
dDocent_Contig_23657	33	0.0477509	190	8	16
dDocent_Contig_23673	114	0.0770723	190	16	19
dDocent_Contig_23674	17	0.180917	190	6	8
dDocent_Contig_23686	133	0.00794496	190	11	13
dDocent_Contig_23707	10	-6.51E-18	190	15	15
dDocent_Contig_2371	184	0.478682	190	8	19
dDocent_Contig_23710	18	0	190	6	5
dDocent_Contig_23718	51	0.00401606	190	12	6
dDocent_Contig_23726	80	-0.134904	190	5	2
dDocent_Contig_2373	104	0.252775	190	12	21
dDocent_Contig_2374	40	0.251992	190	18	25
dDocent_Contig_2375	59	0.323777	190	6	9
dDocent_Contig_23761	23	-0.0529695	190	4	8
dDocent_Contig_2377	54	0	190	5	4
dDocent_Contig_2378	106	0	190	7	12
dDocent_Contig_23786	153	0	190	6	1
dDocent_Contig_2379	62	0.059952	190	9	23
dDocent_Contig_238	66	0.0779664	190	21	29
dDocent_Contig_23800	51	0.0418564	190	7	12
dDocent_Contig_23803	169	0.0102529	190	8	7
dDocent_Contig_23838	174	-0.00560307	190	10	9
dDocent_Contig_23842	114	-0.0797872	190	7	3
dDocent_Contig_23853	114	0.473822	190	21	29
dDocent_Contig_2388	170	-0.027284	190	7	5
dDocent_Contig_23888	67	0.0513834	190	8	6
dDocent_Contig_23893	26	0.305505	190	16	22
dDocent_Contig_239	8	0.0584597	190	16	22
dDocent_Contig_2390	11	0.0256162	190	21	29
dDocent_Contig_2391	128	0	190	4	4
dDocent_Contig_23914	145	0	190	18	23
dDocent_Contig_23924	53	0.113067	190	9	16
dDocent_Contig_23926	26	0	190	9	9
dDocent_Contig_2394	68	0.0177652	190	10	14
dDocent_Contig_2398	22	0	190	21	29
dDocent_Contig_2399	8	0.424853	190	6	10
dDocent_Contig_2401	46	0.162676	190	21	29
dDocent_Contig_2402	29	0.0031835	190	21	29
dDocent_Contig_24027	86	-1	190	1	23
dDocent_Contig_2406	39	0.0271196	190	8	12
dDocent_Contig_2410	34	0.0524035	190	11	23
dDocent_Contig_24107	43	-0.00194197	190	21	29
dDocent_Contig_24108	82	0	190	10	22
dDocent_Contig_2412	29	0.0149936	190	21	29
dDocent_Contig_2414	9	-0.00671695	190	20	29
dDocent_Contig_24153	21	-0.0116279	190	21	29
dDocent_Contig_2417	15	0.0435911	190	21	29
dDocent_Contig_24186	74	0.15035	190	10	15
dDocent_Contig_2420	10	0.365019	190	8	14
dDocent_Contig_2421	35	-0.0271653	190	21	29
dDocent_Contig_2422	19	0.0309203	190	9	6
dDocent_Contig_24232	82	0.335187	190	5	11
dDocent_Contig_2426	15	0.0186684	190	16	28
dDocent_Contig_24265	104	-0.0740741	190	6	3
dDocent_Contig_24285	44	0.0199697	190	17	13
dDocent_Contig_2430	81	0.25364	190	21	29
dDocent_Contig_2433	20	0.041211	190	14	19
dDocent_Contig_24345	33	-1	190	1	8
dDocent_Contig_2435	50	0.0188679	190	6	3
dDocent_Contig_24351	31	0.111613	190	21	29
dDocent_Contig_2437	29	-0.0153324	190	21	29
dDocent_Contig_2438	27	0.0214733	190	21	29
dDocent_Contig_2439	15	0.02727	190	17	25
dDocent_Contig_2443	30	0.0256162	190	21	29
dDocent_Contig_2444	14	0.221347	190	9	12
dDocent_Contig_2446	56	0.100158	190	20	28
dDocent_Contig_2448	23	0.151515	190	7	4
dDocent_Contig_2449	61	0.0370274	190	21	29
dDocent_Contig_245	121	-0.00579701	190	21	29
dDocent_Contig_2450	114	0.0698526	190	16	27
dDocent_Contig_2451	71	0.368601	190	4	5
dDocent_Contig_2455	39	0.00269136	190	12	8
dDocent_Contig_2457	22	0.151998	190	21	29
dDocent_Contig_2458	33	0	190	7	4
dDocent_Contig_2460	37	-0.018933	190	19	10
dDocent_Contig_2463	25	0.0133026	190	20	29
dDocent_Contig_2466	16	0.0771597	190	18	25
dDocent_Contig_2467	74	0	190	3	7
dDocent_Contig_2468	98	0.00826881	190	12	20
dDocent_Contig_2469	69	0.0537634	190	6	4
dDocent_Contig_247	77	-0.0904255	190	3	15
dDocent_Contig_2470	26	0.235219	190	12	21
dDocent_Contig_2471	15	-0.0396485	190	10	18
