Locus,H,FST,p,quantile
3836,0.3354212,-0.094017094,1.26E-10,1
3837,0.091759259,0.091826438,0.20085957,0.20085957
3838,0.50460234,-0.000987339,0.20073461,0.79926539
3839,0.481024,-0.015804701,0.13410865,0.86589135
3840,0.12743802,-0.027237354,0.031870649,0.96812935
3841,0.10675754,-0.000818446,0.16563036,0.83436964
3842,0,0,-1,-1
3843,0.14511905,0.11949686,0.27724515,0.27724515
3844,0.11837337,0.06867648,0.4885184,0.4885184
3845,0.34894787,0.21870399,0.31835447,0.31835447
3846,0,0,-1,-1
3847,0.49955177,-0.018525394,0.08963146,0.91036854
3848,0,0,-1,-1
3849,0.41786297,0.28709946,0.22964863,0.22964863
3850,0.43810287,0.13748034,0.41726166,0.41726166
3851,0,0,-1,-1
3852,0.16571429,0.076923077,0.42088635,0.57911365
3853,0.023525463,0.00816688,0.44289664,0.44289664
3854,0.32625,0.11111111,0.4938057,0.5061943
3855,0.047720307,0.050020072,0.13943512,0.13943512
3856,0.48359271,0.3022126,0.1475532,0.1475532
3857,0.022244469,0.006258007,0.47507551,0.47507551
3858,0.16513576,-0.005435617,0.14508683,0.85491317
3859,0.53167033,0.10182066,0.31998603,0.68001397
3860,0.48638607,0.15950273,0.28138458,0.28138458
3861,0.53183836,0.10582153,0.33129031,0.66870969
3863,0.17538281,0.22170253,0.073137406,0.073137406
3864,0.5548394,0.48975046,0.077067499,0.077067499
3865,0.38224521,0.12683126,0.47339169,0.47339169
3866,0.18,0.15384615,0.24444375,0.24444375
3867,0.146546,0.15706052,0.17087826,0.17087826
3868,0,0,-1,-1
3869,0,0,-1,-1
3870,0.097969499,0.10336239,0.18459165,0.18459165
3871,0.50053918,-0.010549118,0.14618907,0.85381093
3872,0,0,-1,-1
3873,0.49783223,-0.008480133,0.16936593,0.83063407
3874,0.28,0.16666667,0.41585415,0.41585415
3875,0.050760269,0.056064142,0.12959891,0.12959891
3876,0.31690632,0.30702599,0.1143688,0.1143688
3877,0.10222917,0.041369472,0.37371731,0.62628269
3878,0.12070547,0.023728814,0.26887599,0.73112401
3879,0.587981,0.28098999,0.25387907,0.74612093
3880,0.12967771,0.08559822,0.40291605,0.40291605
3881,0.16126428,-0.006087555,0.14273676,0.85726324
3882,0.12833333,0.008264463,0.21028253,0.78971747
3883,0.24328425,-0.080476437,5.23E-08,0.99999995
3884,0.12534444,0.074550129,0.46182623,0.46182623
3885,0.025974638,-0.014976083,0.11779432,0.88220568
3886,0.083053254,-0.031404959,0.019937407,0.98006259
3887,0.056868966,0.049235993,0.22188654,0.22188654
3888,0.12004653,0.058368685,0.42691811,0.57308189
3889,0,0,-1,-1
3890,0.39910998,0.45332909,0.044284582,0.044284582
3891,0,0,-1,-1
3892,0.019867967,-0.006645505,0.25392282,0.74607718
3893,0.05313989,0.007764745,0.35503936,0.64496064
3894,0.32085497,-0.018546856,0.076616957,0.92338304
3895,0,0,-1,-1
3896,0.54352409,0.14589317,0.28981853,0.71018147
3897,0.54271603,0.14886327,0.30977006,0.69022994
3898,0.47764706,0.39393939,0.068350324,0.068350324
3899,0.50168941,-0.012394453,0.12962959,0.87037041
3900,0.29772715,-0.071313327,1.78E-06,0.99999822
3901,0.24256713,0.23179424,0.16905444,0.16905444
3902,0.02236278,0.011515431,0.36629674,0.36629674
3903,0,0,-1,-1
3904,0.40372512,0.47170511,0.031158217,0.031158217
3905,0.13034014,0.078879259,0.45362499,0.45362499
3906,0.10952083,0.10519308,0.22242837,0.22242837
3907,0.38128125,0.44922547,0.033225419,0.033225419
3908,0.13813429,0.1767209,0.082352903,0.082352903
3909,0.028233173,-0.027160494,0.029100718,0.97089928
3910,0.240625,0.30181818,0.053831066,0.053831066
3911,0.019724527,-0.013966021,0.13441146,0.86558854
3912,0.48037085,-0.000671045,0.26970565,0.73029435
3913,0.52203316,0.11238726,0.48202427,0.51797573
3914,0,0,-1,-1
3915,1.19625,0.67676768,2,
3916,0.51169497,0.028625407,0.30291999,0.69708001
3917,0.45363604,-0.014981342,0.1273856,0.8726144
3918,0.14494533,0.1754671,0.10520009,0.10520009
3919,0,0,-1,-1
3920,0.053265625,0.014373717,0.44174139,0.55825861
3921,0.032942012,0.01925564,0.311247,0.311247
3922,0.029022222,-0.3323124,1.38E-139,1
3923,0.51188304,0.07562726,0.46034051,0.53965949
3924,0.50060111,-0.017518693,0.094802478,0.90519752
3925,0.050233826,0.046171829,0.18206665,0.18206665
3926,0.32991701,0.13161948,0.46843636,0.46843636
3927,0.1464175,0.081443446,0.49769565,0.50230435
3928,0.10071781,0.12782914,0.093291072,0.093291072
3929,0.16074013,0.15806133,0.21238005,0.21238005
3930,0.11578022,0.043280182,0.34623578,0.65376422
3931,0.05422476,0.031807603,0.35625126,0.35625126
3932,0.19367896,0.095582385,0.46054337,0.53945663
3933,0.34348976,0.26451496,0.20608294,0.20608294
3934,0.022244469,0.006258007,0.47507551,0.47507551
3935,0.23469949,-0.00928305,0.12219829,0.87780171
3936,0.2195625,0.26216909,0.078570537,0.078570537
3937,0.12194527,0.073461284,0.45542763,0.45542763
3938,0,0,-1,-1
3939,0.17437241,0.20265781,0.12427907,0.12427907
3940,0,0,-1,-1
3941,0.21684793,0.13587086,0.41235529,0.41235529
3942,0.037791667,-0.023153252,0.048860318,0.95113968
3943,0.021359325,-0.005719105,0.26921772,0.73078228
3944,0.039421488,0.031446541,0.21134157,0.21134157
3945,0.10204793,0.13919727,0.058354044,0.058354044
3946,0.19436791,0.04910203,0.32952336,0.67047664
3947,0.023879733,-0.012015765,0.15755513,0.84244487
3948,0.02346633,0.005667552,0.49597209,0.49597209
3949,0.048687364,0.041503524,0.20313502,0.20313502
3950,0,0,-1,-1
3951,0.51362409,0.1258973,0.40206787,0.40206787
3952,0.972,0.62962963,0.05045945,0.94954055
3953,0.068877835,0.030759546,0.47607075,0.52392925
3954,0.2185429,0.26083866,0.078344222,0.078344222
3955,0.52492405,0.075327241,0.32964092,0.67035908
3956,0.093333333,0.058823529,0.43651171,0.43651171
3957,0.12369098,0.14815247,0.11605993,0.11605993
3958,0.056912936,-0.022614614,0.052875756,0.94712424
3959,0.30781885,0.17483936,0.38862009,0.38862009
3960,0,0,-1,-1
3961,0,0,-1,-1
3962,0.63602273,0.50259067,0.36100091,0.36100091
3963,0.42842173,-0.016777924,0.094308115,0.90569188
3964,0.052942885,0.040353554,0.25310585,0.25310585
3965,0,0,-1,-1
3966,0.19905211,-0.015467119,0.080350789,0.91964921
3967,0,0,-1,-1
3968,0,0,-1,-1
3969,0.30418047,0.24599548,0.19148916,0.19148916
3970,0.075867769,0.041394336,0.46860832,0.46860832
3971,0.5173015,0.053761096,0.34338951,0.65661049
3972,0.084622967,0.059605794,0.37140998,0.37140998
3973,0.1645696,0.17056371,0.18797245,0.18797245
3974,0.11802198,0.061452514,0.45452356,0.54547644
3975,0,0,-1,-1
3976,0.036009664,-0.006674213,0.22044337,0.77955663
3977,0.68537222,0.59340829,0.34349616,0.34349616
3978,0.50827679,0.02488785,0.31124692,0.68875308
3979,0.49802977,-0.014936415,0.11843057,0.88156943
3980,0.33089699,0.13248283,0.46731986,0.46731986
3981,0,0,-1,-1
3982,0.47171752,-0.017594422,0.12216535,0.87783465
3983,0.47126374,0.52990556,0.018396454,0.018396454
3984,0.052941263,0.004042037,0.30759471,0.69240529
3985,0.19238095,0.23762376,0.07233404,0.07233404
3986,0.051356141,-0.002821793,0.22999683,0.77000317
3987,0.13852127,0.024754308,0.27606305,0.72393695
3988,0.028835016,-0.005721654,0.25000084,0.74999916
3989,0.15986898,0.078610603,0.42917873,0.57082127
3990,0.49089303,-0.017017686,0.11336036,0.88663964
3991,0.32097217,-0.038871293,0.007025242,0.99297476
3992,0.11983957,0.1352075,0.15259155,0.15259155
3993,0.06378022,0.059269469,0.20945849,0.20945849
3994,0.05234123,0.029322548,0.36044289,0.36044289
3995,0.098484718,0.05586919,0.49676087,0.49676087
3996,0.12,0.076923077,0.42541296,0.42541296
3997,0.55445982,0.20208221,0.33591269,0.66408731
3998,0.021050787,0.00241258,0.44628686,0.55371314
3999,0.38793333,-0.058601134,8.98E-05,0.99991017
4000,0.41966024,0.17269072,0.38889706,0.38889706
4001,0,0,-1,-1
4002,0.1531994,0.053521127,0.35130527,0.64869473
4003,0.44371814,0.51258278,0.021756617,0.021756617
4004,0.048496732,0.037735849,0.23301297,0.23301297
4005,0.22072222,0.12408759,0.46140822,0.46140822
4006,0.085270769,0.090679465,0.16846294,0.16846294
4007,0.46855973,0.33952137,0.12245246,0.12245246
4008,0.084650087,0.024945348,0.32531816,0.67468184
4009,0.021119808,0.005672764,0.48014756,0.48014756
4010,0.071724456,-0.004972487,0.15472302,0.84527698
4011,0,0,-1,-1
4012,0.043492105,0.034307497,0.2173904,0.2173904
4013,0,0,-1,-1
4014,0.042576923,0.038843722,0.17141916,0.17141916
4015,0.032091722,-0.063129219,1.58E-05,0.99998418
4016,0.16679688,0.18163934,0.15922369,0.15922369
4017,0.0749,-0.12149533,1.73E-17,1
4018,0.059313187,-0.011579435,0.1189866,0.8810134
4019,0.1904,0.21568627,0.13146753,0.13146753
4020,0.13078421,0.13799348,0.18067991,0.18067991
4021,0.045747475,0.009052771,0.44153386,0.55846614
4022,0.19633152,-0.079584775,7.21E-08,0.99999993
4023,0,0,-1,-1
4024,0.44131421,0.042014106,0.40096511,0.59903489
4025,0.35374769,0.41548953,0.039948349,0.039948349
4026,0.05422476,0.031807603,0.35625126,0.35625126
4027,0,0,-1,-1
4028,1,1,2,
4029,0.50460234,-0.000987339,0.20073461,0.79926539
4030,0.57758428,0.25817952,0.29105643,0.70894357
4031,0.0725,0,0.1859052,0.8140948
4032,0.14469203,0.15863278,0.1624017,0.1624017
4033,0.11802198,0.061452514,0.45452356,0.54547644
4034,0.26854412,-0.032702572,0.016795423,0.98320458
4035,0.15377756,0.10401225,0.39456574,0.39456574
4036,0.50964912,0.018529864,0.27624504,0.72375496
4037,0.12351648,0.10320285,0.28660651,0.28660651
4039,0.039208351,0.026181495,0.26227587,0.26227587
4040,0.030277778,0.009174312,0.46315779,0.46315779
4041,0.035883152,0.024611889,0.26173464,0.26173464
4042,0.16254704,0.077738516,0.42674074,0.57325926
4043,0.66436599,0.47495314,0.27086458,0.72913542
4044,0.043142382,-0.020982545,0.062250492,0.93774951
4045,0.15644168,0.10285495,0.41865083,0.41865083
4047,0.15697856,-0.030370206,0.021792968,0.97820703
4048,0.087066667,0.035222052,0.3945662,0.6054338
4049,0,0,-1,-1
4050,0.048842645,0.019004023,0.44422712,0.44422712
4051,0.14667924,-0.033967322,0.013913664,0.98608634
4052,0.49694576,-0.019354646,0.087665359,0.91233464
4053,0.145,0.096774194,0.39133817,0.39133817
4054,0.61733124,0.50442478,0.2702575,0.2702575
4055,0.065492424,-0.068825911,4.29E-06,0.99999571
4056,0.48398828,-0.003748084,0.23843308,0.76156692
4057,0.33697186,0.32451615,0.11259536,0.11259536
4058,0.15156593,-0.004893964,0.14560667,0.85439333
4059,0.052901042,0.007580979,0.35504433,0.64495567
4060,0.05422476,0.031807603,0.35625126,0.35625126
4061,0.53282824,0.13992681,0.43108584,0.56891416
4062,0,0,-1,-1
4063,0.35836434,0.41017415,0.053312924,0.053312924
4064,0,0,-1,-1
4065,0.41284103,0.30835735,0.19363795,0.19363795
4066,0.086741071,0.039286327,0.43063444,0.56936556
4067,0.61765702,0.44889748,0.44513299,0.44513299
4068,0.42762429,0.14830187,0.41095269,0.41095269
4069,0.50440007,0.004651368,0.23555196,0.76444804
4070,0.45548244,0.0760774,0.48361939,0.48361939
4071,0.047448257,0.016472479,0.46345183,0.46345183
4072,0.070833333,0.068235294,0.20014142,0.20014142
4073,0.079333333,-0.058823529,8.11E-05,0.9999189
4075,0.47715397,-0.014089353,0.15257725,0.84742275
4077,0.062541209,0.04063255,0.35998476,0.35998476
4078,0.16876033,0.22428991,0.042089385,0.042089385
4079,0,0,-1,-1
4080,0.1069375,-0.26553672,4.46E-87,1
4081,0,0,-1,-1
4082,0,0,-1,-1
4083,0.29303571,0.3857404,0.010181764,0.010181764
4084,0.40205937,0.038428832,0.34493319,0.65506681
4085,0,0,-1,-1
4086,0,0,-1,-1
4087,0.043630263,0.037365421,0.1923581,0.1923581
4088,0,0,-1,-1
4089,0.14494533,0.1754671,0.10520009,0.10520009
4090,0.40175498,-0.03143869,0.019971034,0.98002897
4091,0.053921875,0.026369168,0.41584268,0.41584268
4092,0.22966398,0.2920934,0.047025645,0.047025645
4093,0.435,0.28888889,0.21478986,0.21478986
4094,0.21839176,-0.054945055,0.00021747,0.99978253
4095,0.16377998,-0.020447057,0.061060569,0.93893943
4097,0,0,-1,-1
4099,0.50131663,0.40876582,0.065426358,0.065426358
4100,0.29102677,-0.034639175,0.013711557,0.98628844
4101,0.22638677,-0.01873893,0.068092951,0.93190705
4102,0.079704219,0.087535473,0.16299681,0.16299681
4103,0.049538989,0.032793362,0.29087865,0.29087865
4104,0.47544268,0.31727704,0.13689799,0.13689799
4105,0,0,-1,-1
4106,0,0,-1,-1
4107,0.062045455,-0.12820513,1.90E-19,1
4108,0.49840534,-0.019065268,0.087672049,0.91232795
4109,0.044641676,-0.022386026,0.053555084,0.94644492
4110,0.093983679,0.03710458,0.37360718,0.62639282
4111,0.087066667,0.035222052,0.3945662,0.6054338
4112,0.42,0.44444444,0.062588335,0.062588335
4113,0.57131977,0.23165088,0.25847764,0.74152236
4114,0.054905747,0.015240328,0.43076918,0.56923082
4115,0.023525463,0.00816688,0.44289664,0.44289664
4116,0.10572429,0.093211542,0.26080889,0.26080889
4117,0.14808824,0.16583913,0.14586855,0.14586855
4118,0.039677354,0.009554788,0.4965269,0.5034731
4119,0,0,-1,-1
4120,0.020140825,0.006991999,0.4461862,0.4461862
4121,0.17231414,0.16788321,0.20951234,0.20951234
4122,0.040194563,-0.020038461,0.068754805,0.93124519
4123,0.44555131,-0.036917621,0.01164901,0.98835099
4124,0.52053985,0.095685557,0.44136572,0.55863428
4125,0.088818935,0.035548686,0.38759911,0.61240089
4126,0.35689904,0.4115983,0.049422513,0.049422513
4127,0.56645656,0.26966804,0.45787463,0.54212537
4128,0.08218128,0.029117582,0.36602925,0.63397075
4129,0,0,-1,-1
4130,0.62435853,0.41880271,0.37430402,0.62569598
4131,0.078930481,0.078590786,0.20212645,0.20212645
4132,0.38747662,-0.055648117,0.00019706,0.99980294
4133,0.20379545,0.15690867,0.27150791,0.27150791
4134,0.32945477,0.2520094,0.21857561,0.21857561
4135,0.37692308,0.47563025,0.005468216,0.005468216
4136,0.16821821,0.090663058,0.47495563,0.52504437
4137,0.026672369,0.015835464,0.32212721,0.32212721
4138,0,0,-1,-1
4139,0.042643369,0.040341367,0.16090184,0.16090184
4140,0.48994452,-0.020942932,0.084162585,0.91583742
4141,0.49802977,-0.014936415,0.11843057,0.88156943
4142,0.29883936,0.36012608,0.046764059,0.046764059
4143,0,0,-1,-1
4144,0.16930345,0.17878529,0.1720404,0.1720404
4145,0.19347222,0.15577889,0.25382749,0.25382749
4146,0.88288889,0.64963504,1.25E-35,1
4147,0.053603693,0.020589872,0.48255931,0.48255931
4148,0,0,-1,-1
4149,1,1,2,
4150,0.1429697,0.1606613,0.15241666,0.15241666
4151,0.12066804,0.14114491,0.13378728,0.13378728
4152,0.030060506,-0.015495732,0.10978799,0.89021201
4153,0,0,-1,-1
4154,0.21198365,-0.0134722,0.09476559,0.90523441
4155,0.51262727,0.43631519,0.055078459,0.055078459
4156,0.51550937,0.052148274,0.35467046,0.64532954
4157,0.13409341,0.17393977,0.075251088,0.075251088
4158,0.50053918,-0.010549118,0.14618907,0.85381093
4159,0.14494533,0.1754671,0.10520009,0.10520009
4161,0.51919754,0.056672704,0.33453488,0.66546512
4162,0.059374298,0.024919216,0.47563679,0.52436321
4163,0,0,-1,-1
4164,0.31215659,-0.066666667,8.49E-06,0.99999151
4165,0.19537698,0.24931451,0.052968109,0.052968109
4166,0.54893401,0.37326809,0.200287,0.200287
4167,0.49098438,0.55090221,0.013386658,0.013386658
4168,0.21354824,0.15052678,0.32500819,0.32500819
4169,0.23362637,0.20978363,0.18174841,0.18174841
4170,0.22141246,0.20466283,0.18444107,0.18444107
4171,0,0,-1,-1
4172,0.058737185,-0.004889673,0.17115764,0.82884236
4173,0.15994271,0.14656941,0.23687091,0.23687091
4174,0.077279085,0.058900954,0.32065111,0.32065111
4175,0.50053918,-0.010549118,0.14618907,0.85381093
4176,0.49969098,-0.020348202,0.077264395,0.92273561
4177,0.099354204,0.037506022,0.34849804,0.65150196
4178,0.32026189,0.23577616,0.2487525,0.2487525
4179,0.27122729,-0.04878483,0.001029891,0.99897011
4180,0,0,-1,-1
4181,0,0,-1,-1
4182,0.096524217,0.089936801,0.23908073,0.23908073
4183,0,0,-1,-1
4184,0,0,-1,-1
4185,0.11789819,0.071455798,0.46302629,0.46302629
4186,0.27761447,0.33114362,0.066987868,0.066987868
4187,0.10261925,0.12059478,0.12787438,0.12787438
4188,0.20929704,0.25905822,0.060240285,0.060240285
4189,0.14754891,-0.016177057,0.084706747,0.91529325
4190,0.05234123,0.029322548,0.36044289,0.36044289
4191,0.041516447,-0.011647255,0.14735362,0.85264638
4192,0.096666667,8.33E-17,0.17455656,0.82544344
4193,0.066397306,0.003460208,0.22005793,0.77994207
4194,0,0,-1,-1
4195,0,0,-1,-1
4196,0.021182692,0.008624603,0.41578897,0.41578897
4197,0.022073382,-0.001444315,0.35493974,0.64506026
4198,0.51550937,0.052148274,0.35467046,0.64532954
4199,0.06900698,0.032573458,0.49585922,0.50414078
4200,0.026300589,0.001923475,0.40842615,0.59157385
4201,0.22589474,0.13513514,0.42467239,0.42467239
4202,0.020158597,0.007867446,0.42694457,0.42694457
4203,0.46186083,0.078310443,0.46010293,0.46010293
4204,0.03327953,-0.02518417,0.03793141,0.96206859
4205,0.17901923,0.13034924,0.33959179,0.33959179
4206,0.070833333,0.068235294,0.20014142,0.20014142
4207,0.1489389,-0.012007441,0.10799877,0.89200123
4208,0.14856371,0.000441778,0.1772337,0.8227663
4209,0.65813663,0.48718692,0.39251078,0.60748922
4210,0,0,-1,-1
4211,0.2173951,0.04628331,0.33706085,0.66293915
4212,0.066811939,-0.034510422,0.013566002,0.986434
4213,0.4611,0.4129979,0.063339832,0.063339832
4214,0.035883152,0.024611889,0.26173464,0.26173464
4215,0.14494533,0.1754671,0.10520009,0.10520009
4216,0.50128293,-0.014034834,0.11842512,0.88157488
4217,0.15337522,0.069612338,0.40502286,0.59497714
4218,0.21923077,0.15789474,0.31212991,0.31212991
4219,0.52908877,0.23563693,0.28916427,0.28916427
4220,0.57131977,0.23165088,0.25847764,0.74152236
4221,0.53102222,0.43203883,0.091407155,0.091407155
4222,0.2070717,0.19811979,0.1820385,0.1820385
4223,0.55296737,0.42168675,0.16347157,0.16347157
4224,0,0,-1,-1
4225,0.1792,-0.09375,1.33E-10,1
4226,0.180172,0.12382111,0.37961758,0.37961758
4227,0,0,-1,-1
4228,0.39750885,0.29256388,0.21509474,0.21509474
4229,0.041599075,-0.021212156,0.060928988,0.93907101
4230,0.085785425,0.07234886,0.27634585,0.27634585
4231,0.21770402,0.28596507,0.027660728,0.027660728
4232,0.57809819,0.54882826,0.076786473,0.076786473
4233,0.021337687,-0.006738994,0.24967251,0.75032749
4234,0.12884804,0.041278296,0.3290934,0.6709066
4235,0.52813719,0.2123356,0.32573371,0.32573371
4236,0.093188131,-0.037328094,0.008224823,0.99177518
4237,0.024973745,-0.009756098,0.18979782,0.81020218
4238,0,0,-1,-1
4239,0.21010989,0.12133891,0.45788715,0.45788715
4240,0.078074074,0.043643264,0.46878871,0.46878871
4241,0.49973739,-0.020955574,0.073331238,0.92666876
4242,0.11892312,0.15564109,0.076213594,0.076213594
4243,0.26977519,0.15361626,0.43541002,0.43541002
4244,0.23146667,0.032258065,0.29932123,0.70067877
4245,0.53690735,0.11777023,0.29677608,0.70322392
4246,0.098312457,0.042376269,0.38966334,0.61033666
4247,0.49356854,-0.006164282,0.19909057,0.80090943
4248,0.10941686,0.060562057,0.48902563,0.51097437
4249,0.51400432,0.44241096,0.05068091,0.05068091
4250,0,0,-1,-1
4251,0.31512681,0.32394366,0.10530415,0.10530415
4252,0.48480186,-0.015673741,0.13151753,0.86848247
4253,0.2152967,-0.013915809,0.092014092,0.90798591
4254,0.49857758,-0.005736636,0.18840688,0.81159312
4255,0,0,-1,-1
4256,0.03797037,-0.018337885,0.081314263,0.91868574
4257,0,0,-1,-1
4258,0,0,-1,-1
4259,0.034727355,-0.007851013,0.20448254,0.79551746
4260,0.02817433,0.00618753,0.48855935,0.51144065
4261,0.48130229,0.23154574,0.209,0.209
4262,0,0,-1,-1
4263,0.11578022,0.043280182,0.34623578,0.65376422
4264,0.15540828,0.12686567,0.28641549,0.28641549
4265,0.3084375,0.41641337,0.002432177,0.002432177
4266,0.019885922,-0.005736636,0.27170825,0.72829175
4267,0.067528507,0.071041921,0.16106563,0.16106563
4268,0.067195244,0.06643464,0.18616502,0.18616502
4269,0.024046859,-0.00498224,0.27547289,0.72452711
4270,0.59357343,0.3260433,0.34982836,0.65017164
4271,0.019867967,-0.006645505,0.25392282,0.74607718
4272,0,0,-1,-1
4273,0.10916288,0.062020328,0.4980015,0.4980015
4274,0.49356854,-0.006164282,0.19909057,0.80090943
4275,0.51364835,0.039833675,0.32919943,0.67080057
4276,0.43311969,-0.004197272,0.18641338,0.81358662
4277,0.062097902,0.033783784,0.43765851,0.43765851
4278,0.042300641,0.032566034,0.22199268,0.22199268
4279,0.10821579,-0.01551481,0.084374208,0.91562579
4280,0.13820142,-0.022661912,0.050872505,0.9491275
4281,0.07839884,0.038094674,0.47278881,0.52721119
4282,0.041772807,-0.005438777,0.23005916,0.76994084
4283,0.10261925,0.12059478,0.12787438,0.12787438
4284,0.99888889,0.61290323,0.050445027,0.94955497
4285,0.080473356,0.008512087,0.22901472,0.77098528
4286,0.111625,0.032474804,0.30089281,0.69910719
4287,0.21076253,0.27062229,0.03727763,0.03727763
4288,0,0,-1,-1
4289,0.31321821,0.18604651,0.36772309,0.36772309
4290,0.48436152,0.034730141,0.45521007,0.54478993
4291,0.20980416,0.25598442,0.068717193,0.068717193
4292,0.042576923,0.038843722,0.17141916,0.17141916
4293,0.50128293,-0.014034834,0.11842512,0.88157488
4294,0.089880443,0.036178159,0.3866112,0.6133888
4295,0.052994505,-0.13219285,8.48E-21,1
4296,0.49830583,0.024782926,0.36488371,0.63511629
4297,0.087913932,0.09480846,0.16347008,0.16347008
4298,0.04049982,0.036430521,0.17565142,0.17565142
4299,0.047720307,0.050020072,0.13943512,0.13943512
4300,0.16229063,0.1589163,0.21238308,0.21238308
4301,1.015426,0.654004,0.050479327,0.94952067
4302,0.058483516,-0.025930101,0.038976649,0.96102335
4303,0.49662408,-0.020600821,0.079530833,0.92046917
4304,0.5234349,0.088742208,0.3880759,0.6119241
4305,0.078433782,0.017347258,0.28729596,0.71270404
4306,0,0,-1,-1
4307,0.4930681,0.067708181,0.45450298,0.45450298
4308,0,0,-1,-1
4309,0.42757463,-0.020953965,0.067564275,0.93243573
4310,0.04049982,0.036430521,0.17565142,0.17565142
4311,0,0,-1,-1
4312,0.088351648,-0.25373134,2.29E-79,1
4313,0,0,-1,-1
4314,0.21108638,-0.020942533,0.055493079,0.94450692
4315,0.36753334,0.43592309,0.032332565,0.032332565
4316,0.035391255,-0.024264326,0.042529396,0.9574706
4317,0.15867481,-0.012152918,0.10706237,0.89293763
4318,0.18110078,0.21868184,0.10009952,0.10009952
4319,0.1355139,0.18259874,0.054734818,0.054734818
4320,0,0,-1,-1
4321,0.024561969,-0.005859187,0.25751717,0.74248283
4322,0,0,-1,-1
4323,0.022293626,0.008449176,0.42814163,0.42814163
4324,0.055786842,-0.039671683,0.005683989,0.99431601
4325,0.3513233,0.11908883,0.49710701,0.49710701
4326,0.60752743,0.33808596,0.22479334,0.77520666
4327,0.16638231,0.20254188,0.095721406,0.095721406
4328,0.15301653,0.16824197,0.16259921,0.16259921
4329,0.043492105,0.034307497,0.2173904,0.2173904
4330,0,0,-1,-1
4331,0.072586957,0.077568134,0.16114155,0.16114155
4332,0.1401804,0.078460182,0.49582354,0.50417646
4333,0.16015572,-0.045166695,0.002062204,0.9979378
4334,0.10232417,0.01848311,0.25377298,0.74622702
4335,0.3812019,0.12343999,0.47976058,0.47976058
4336,0.20875469,-0.020021477,0.059223632,0.94077637
4337,0.10214201,0.1270073,0.099868995,0.099868995
4338,0.13139354,-0.051509397,0.000511525,0.99948847
4339,0,0,-1,-1
4340,0,0,-1,-1
4341,0.357,0.37254902,0.083638869,0.083638869
4342,0.05928539,0.023456932,0.45926331,0.54073669
4343,1.1327969,0.95365453,2,
4344,0.050208192,0.017809482,0.47549228,0.47549228
4345,0.1982906,0.04,0.30623601,0.69376399
4346,0.55481074,0.09631787,0.044774213,0.95522579
4347,0.03039881,0.013119248,0.39146561,0.39146561
4348,0.5052796,0.001709307,0.2146503,0.7853497
4349,0.019885922,-0.005736636,0.27170825,0.72829175
4350,0.051155637,-0.022520592,0.052600272,0.94739973
4351,0.37505254,-0.019808627,0.069736019,0.93026398
4352,0.47126963,0.001141439,0.28821224,0.71178776
4353,0,0,-1,-1
4354,0.43999303,0.002318189,0.23845272,0.76154728
4355,0.13520873,0.00501537,0.19361511,0.80638489
4356,0,0,-1,-1
4357,0.44527778,0.47598253,0.046192816,0.046192816
4358,0.080767417,0.087882738,0.16560153,0.16560153
4359,0.27094286,0.17431193,0.38733066,0.38733066
4360,0,0,-1,-1
4361,0.50295578,-0.004996012,0.17985936,0.82014064
4362,0.20073437,0.060948081,0.36307902,0.63692098
4363,0.077701447,-0.038941692,0.006536931,0.99346307
4364,0.067854589,0.075506126,0.14018705,0.14018705
4365,0.49931977,-0.015485074,0.11182525,0.88817475
4366,0.23695,0.29098966,0.062041118,0.062041118
4367,0.1479459,0.25128557,2.81E-06,2.81E-06
4368,0.032241848,-0.085545723,4.10E-09,1
4369,0.05560389,0.02760463,0.42524922,0.42524922
4370,0.54352409,0.14589317,0.28981853,0.71018147
4371,0.30774545,0.36311001,0.053874571,0.053874571
4372,0.032863322,-0.038167939,0.005570031,0.99442997
4373,0.043630263,0.037365421,0.1923581,0.1923581
4374,0.43099499,-0.004670923,0.18127238,0.81872762
4375,0.323521,0.33013843,0.10679711,0.10679711
4376,0.19075,0.26605505,0.010794698,0.010794698
4377,0.17115,0.20717319,0.096014852,0.096014852
4378,0.046666667,5.55E-17,0.29236033,0.70763967
4379,0.057647816,0.062081286,0.14941928,0.14941928
4380,0.17212632,0.17808219,0.18416229,0.18416229
4381,0.12229959,0.1526025,0.096421367,0.096421367
4382,0.44889792,0.0103848,0.29792548,0.70207452
4383,0.12090909,-0.052631579,0.000400985,0.99959902
4384,0.021162286,0.007668658,0.43625604,0.43625604
4385,0.43476563,0.49283019,0.033611718,0.033611718
4386,0.095859533,0.000730853,0.17845967,0.82154033
4387,0.49895906,-0.0208673,0.074918332,0.92508167
4388,0,0,-1,-1
4389,0.043630263,0.037365421,0.1923581,0.1923581
4390,0,0,-1,-1
4391,0.50141142,0.10086929,0.39941723,0.39941723
4392,0.10407495,0.14322101,0.050210654,0.050210654
4393,0.061300763,0.030965392,0.46859912,0.46859912
4394,0.26706961,0.067359189,0.38430021,0.61569979
4395,0.060597527,0.009860592,0.28741776,0.71258224
4396,0.29883936,0.36012608,0.046764059,0.046764059
4397,0,0,-1,-1
4398,0.24521401,-0.043662719,0.002741064,0.99725894
4399,0.073584775,0.05380334,0.33144258,0.33144258
4400,0,0,-1,-1
4401,0.10138562,0.13357401,0.074392689,0.074392689
4402,0,0,-1,-1
4403,0.042371538,0.034184776,0.20796746,0.20796746
